"iter"	"ks_Srxn1"	"kd_Srxn1"	"Ka_Srxn1"	"hill_Srxn1"	"Vmax_Srxn1"	"Km_Srxn1"	"hillact_Srxn1"	"r_Sul"	"decay_Sul"	"LnPrior"	"LnData"	"LnPosterior"
4995838	0.0228275	0.0158658	0.0136443	1.0041	130591	107046	9.92196	10.5607	0.149871	-17.92338	-12885.82	-12903.75
4995839	0.0228275	0.0158658	0.0137081	1.00415	130591	107046	9.92196	11.2824	0.149871	-19.04822	-12888.17	-12907.22
4995840	0.0226753	0.0158658	0.0137081	1.00415	130591	107046	9.92196	8.11776	0.149871	-16.19811	-12890.34	-12906.53
4995841	0.0226753	0.0158658	0.0137081	1.00415	130591	106940	9.9319	8.11776	0.149871	-16.09393	-12889.24	-12905.34
4995842	0.0244069	0.0159414	0.0137081	1.00415	130466	106940	9.98969	8.11776	0.149871	-15.9771	-12889.62	-12905.59
4995843	0.0244069	0.0159689	0.0137081	1.00415	130660	107063	9.98969	8.11776	0.149949	-16.62479	-12890.67	-12907.29
4995844	0.0244069	0.0158973	0.0136073	1.00415	130444	107063	9.82837	8.11776	0.149949	-15.87101	-12889.44	-12905.31
4995845	0.0248649	0.0158973	0.0136073	1.00415	130489	107046	9.82837	8.11776	0.149949	-15.52282	-12890.91	-12906.43
4995846	0.0248649	0.0158973	0.0136073	1.00415	130489	107046	9.82837	8.11776	0.149949	-16.65972	-12890.37	-12907.03
4995847	0.0248649	0.0159654	0.013453	1.00415	130489	107163	9.73525	9.0939	0.149949	-18.40949	-12892.41	-12910.82
4995848	0.0248649	0.0159654	0.013453	1.00415	130489	107163	9.69769	9.70695	0.149949	-18.90933	-12892.93	-12911.84
4995849	0.0234997	0.0158605	0.013453	1.00415	130489	107163	9.89866	9.70695	0.149949	-19.46295	-12888.28	-12907.74
4995850	0.0234997	0.0158605	0.013453	1.00415	130489	107163	9.89866	8.91782	0.149949	-19.27563	-12890.76	-12910.04
4995851	0.0234997	0.0158087	0.013453	1.00415	130489	107163	9.98213	8.91782	0.149949	-18.76635	-12886.45	-12905.22
4995852	0.0234997	0.0158566	0.013453	1.00415	130606	107163	9.98213	8.65301	0.149949	-17.41547	-12888.26	-12905.68
4995853	0.0234997	0.0158566	0.013453	1.00415	130606	107086	9.98213	9.0097	0.149949	-16.31393	-12888.6	-12904.92
4995854	0.0234997	0.0160054	0.013453	1.00415	130565	107086	9.98213	8.84936	0.149974	-15.92886	-12889.88	-12905.81
4995855	0.0234997	0.0158279	0.013453	1.00415	130581	107086	9.96109	8.84936	0.150596	-16.0098	-12889.81	-12905.82
4995856	0.0234997	0.0158279	0.0135051	1.00415	130491	106924	9.96109	9.07603	0.150596	-18.47978	-12891.52	-12910
4995857	0.0234997	0.0158279	0.0135051	1.00415	130431	107023	9.84929	8.58312	0.149337	-17.77671	-12891.59	-12909.37
4995858	0.0234997	0.0158279	0.0136023	1.00415	130481	107023	9.84929	8.05939	0.150194	-17.09342	-12890.36	-12907.46
4995859	0.0234997	0.0158279	0.0136023	1.00412	130481	107023	9.84929	8.05939	0.150194	-18.31706	-12890.4	-12908.72
4995860	0.0234997	0.0158279	0.0136023	1.00412	130481	107023	9.84929	8.05939	0.150194	-21.02028	-12889.62	-12910.64
4995861	0.0234997	0.0158097	0.0136023	1.00412	130481	107023	9.84068	8.05939	0.150194	-20.97334	-12888.74	-12909.72
4995862	0.0234997	0.0158097	0.0136023	1.00412	130481	107023	9.84068	9.12208	0.150194	-20.60729	-12889.23	-12909.84
4995863	0.0234997	0.0158097	0.0136023	1.00412	130499	107023	9.95702	7.14814	0.150194	-17.55296	-12889.87	-12907.43
4995864	0.0234997	0.0158097	0.0136023	1.00412	130499	107023	9.99919	7.98634	0.150194	-14.63696	-12889.45	-12904.08
4995865	0.0234997	0.0158097	0.0136023	1.00412	130450	107023	9.99919	9.52261	0.149326	-15.83102	-12889.86	-12905.69
4995866	0.0234997	0.0158097	0.0136023	1.00412	130450	107023	9.99919	7.35561	0.149326	-14.07683	-12892.7	-12906.78
4995867	0.0234997	0.0158206	0.0136023	1.00412	130450	107236	9.99919	8.99774	0.149326	-17.61846	-12889.08	-12906.7
4995868	0.0234997	0.0158206	0.0136023	1.00412	130450	107151	9.99919	8.99774	0.150206	-16.45033	-12889.02	-12905.47
4995869	0.0234997	0.0157886	0.0136023	1.00412	130450	107151	9.89278	8.99774	0.150686	-16.37291	-12890.97	-12907.35
4995870	0.0234997	0.0157846	0.0135797	1.00404	130506	107151	9.89278	8.99774	0.150686	-15.5879	-12889.92	-12905.51
4995871	0.0234997	0.0157846	0.0135797	1.00404	130506	107151	9.89278	8.99774	0.149483	-16.12798	-12888.25	-12904.37
4995872	0.0234997	0.0157846	0.0135797	1.00413	130506	107151	9.92231	8.99774	0.149483	-16.13915	-12887.07	-12903.21
4995873	0.0234997	0.015797	0.0135797	1.00413	130506	107151	9.92231	8.99774	0.149483	-15.94083	-12886.37	-12902.31
4995874	0.0234997	0.0157793	0.0135797	1.00413	130411	107116	9.92231	8.99774	0.149483	-16.10946	-12886.79	-12902.9
4995875	0.0234997	0.015809	0.0135421	1.00398	130326	107148	9.91776	8.99774	0.149234	-17.10873	-12887.93	-12905.04
4995876	0.0234997	0.015819	0.0136513	1.00396	130326	107079	9.99135	8.99774	0.149234	-16.5058	-12885.98	-12902.48
4995877	0.0234997	0.015819	0.0136513	1.00399	130326	107079	9.99135	9.40229	0.149697	-17.62402	-12887.01	-12904.63
4995878	0.0234997	0.0157979	0.0136513	1.00413	130326	107079	9.99135	9.78574	0.149697	-18.39698	-12886.09	-12904.49
4995879	0.0234997	0.0157308	0.0136513	1.00413	130352	107079	9.99135	10.4413	0.149697	-17.92062	-12885.38	-12903.3
4995880	0.0234997	0.0157833	0.0136513	1.00413	130352	107097	9.91534	10.4413	0.149697	-18.14855	-12886.45	-12904.6
4995881	0.0234997	0.0157833	0.0136513	1.00413	130545	107097	9.91534	9.64264	0.149697	-16.09687	-12886.48	-12902.58
4995882	0.0230101	0.0157833	0.0136513	1.00413	130547	107097	9.91534	11.993	0.149697	-18.36091	-12885.72	-12904.09
4995883	0.0230101	0.0157711	0.0137231	1.004	130547	107029	9.91534	11.993	0.149907	-18.03875	-12886.83	-12904.87
4995884	0.023204	0.0157711	0.0137072	1.004	130529	107029	9.91534	11.1373	0.149907	-17.20242	-12888.98	-12906.18
4995885	0.023204	0.0157711	0.0137072	1.00402	130529	107029	9.91534	11.1373	0.149907	-17.17649	-12886.9	-12904.08
4995886	0.023204	0.0157711	0.0137072	1.00402	130444	107204	9.91534	8.55842	0.149907	-17.02402	-12886.24	-12903.26
4995887	0.023204	0.0156554	0.0137072	1.00402	130493	107204	9.99382	9.89447	0.149907	-17.39436	-12887.97	-12905.36
4995888	0.0229344	0.0156554	0.0137576	1.00402	130412	107251	9.99382	10.0655	0.149671	-18.76938	-12886.79	-12905.56
4995889	0.0229344	0.0156554	0.0137576	1.00402	130412	107251	9.99382	10.0655	0.149671	-18.76833	-12883.65	-12902.42
4995890	0.0229344	0.0156322	0.0137576	1.00398	130534	107195	9.99382	10.0655	0.150091	-17.54652	-12884.92	-12902.47
4995891	0.0237406	0.0156322	0.0137576	1.00398	130571	107195	9.96573	10.1524	0.150091	-17.61141	-12887.93	-12905.54
4995892	0.0237406	0.0157218	0.0137576	1.00398	130571	107195	9.96573	10.1524	0.150091	-17.62483	-12888.25	-12905.87
4995893	0.0237406	0.0157218	0.0137576	1.00398	130571	107195	9.96573	10.1524	0.149943	-17.7415	-12888.37	-12906.11
4995894	0.0237406	0.0156994	0.0137576	1.00398	130571	107195	9.96573	10.0177	0.149943	-17.42388	-12888.86	-12906.28
4995895	0.0237406	0.0157214	0.0137576	1.00424	130571	106913	9.96573	8.82898	0.149943	-16.76179	-12889.56	-12906.33
4995896	0.022091	0.0157214	0.0137576	1.00424	130571	106913	9.96573	8.82898	0.149943	-17.26291	-12887.56	-12904.82
4995897	0.022091	0.0156814	0.0137576	1.00424	130442	106913	9.96573	8.8405	0.149943	-17.26372	-12887.02	-12904.28
4995898	0.022091	0.0156814	0.0137576	1.00424	130442	106913	9.99175	8.8405	0.149943	-17.43455	-12886.75	-12904.18
4995899	0.022091	0.0156814	0.013679	1.00424	130442	106913	9.99175	9.12649	0.150268	-17.82894	-12888.22	-12906.04
4995900	0.022091	0.0156933	0.013679	1.00424	130520	106913	9.99175	8.33963	0.15034	-16.90192	-12889.44	-12906.34
4995901	0.022121	0.0156933	0.013679	1.00424	130443	106913	9.99175	8.33963	0.150559	-17.2409	-12887.76	-12905
4995902	0.022121	0.0156933	0.013679	1.00424	130443	106913	9.99175	8.33963	0.149808	-17.31911	-12886.36	-12903.68
4995903	0.022121	0.0157269	0.013679	1.00424	130443	106921	9.8696	8.33963	0.149808	-16.08	-12887.62	-12903.7
4995904	0.022121	0.0156266	0.013679	1.00424	130358	106921	9.9855	8.33963	0.149808	-17.15059	-12886.14	-12903.29
4995905	0.022121	0.0156266	0.013679	1.00424	130358	106921	9.9855	8.33963	0.149808	-17.72363	-12886.61	-12904.33
4995906	0.022121	0.0157055	0.013679	1.00427	130358	106921	9.9855	8.05744	0.149884	-17.79556	-12886.97	-12904.76
4995907	0.022121	0.0157055	0.0137428	1.00427	130629	107138	9.90687	10.0279	0.149419	-18.28352	-12888.21	-12906.49
4995908	0.0223167	0.0157055	0.0137428	1.00427	130629	107138	9.84442	10.0279	0.149419	-18.23194	-12889.18	-12907.41
4995909	0.0223167	0.0156349	0.01359	1.0043	130555	107138	9.84442	6.36685	0.149465	-15.43418	-12893.79	-12909.23
4995910	0.0223167	0.0156349	0.01359	1.0043	130555	107138	9.84442	7.78923	0.150649	-15.9494	-12889.57	-12905.52
4995911	0.0223167	0.0156349	0.01359	1.0043	130544	107069	9.8646	7.49552	0.150649	-14.66998	-12889.6	-12904.27
4995912	0.0223167	0.0156035	0.0134321	1.00451	130552	107119	9.8646	7.49552	0.150649	-15.87884	-12890.61	-12906.49
4995913	0.0223167	0.0154444	0.0134321	1.00451	130398	107142	9.8646	6.93216	0.150649	-16.34881	-12891.23	-12907.58
4995914	0.0223167	0.0154444	0.0135913	1.00451	130420	106993	9.8646	6.93216	0.150649	-15.58558	-12890.61	-12906.2
4995915	0.0223167	0.0154444	0.0135913	1.00459	130573	106993	9.92132	6.93216	0.150649	-15.99911	-12892.74	-12908.74
4995916	0.0223167	0.0153911	0.0135913	1.00459	130573	107066	9.9639	6.93216	0.150649	-16.00803	-12890.07	-12906.08
4995917	0.0223167	0.0155107	0.0135212	1.00459	130573	107066	9.9639	6.93216	0.150798	-16.0112	-12891.31	-12907.32
4995918	0.0223167	0.0155107	0.0136481	1.00459	130599	106965	9.9639	6.71611	0.150798	-16.36735	-12892.29	-12908.66
4995919	0.0219417	0.0155107	0.0136481	1.00459	130570	107021	9.9639	6.5431	0.150798	-15.83252	-12893.76	-12909.6
4995920	0.0219417	0.0155107	0.0136481	1.00447	130716	107021	9.9639	6.5431	0.150798	-17.18418	-12892.38	-12909.56
4995921	0.0219417	0.0155107	0.013678	1.00447	130652	107021	9.9639	6.5431	0.150798	-16.00839	-12892.61	-12908.61
4995922	0.0219417	0.0154417	0.013678	1.00463	130652	107021	9.9458	10.0348	0.150148	-19.32762	-12887.92	-12907.25
4995923	0.0219417	0.0154417	0.013678	1.00448	130572	107021	9.86347	10.9169	0.150148	-18.72911	-12888.65	-12907.38
4995924	0.0219417	0.0154417	0.013678	1.00448	130448	107021	9.86347	11.3463	0.149806	-18.95208	-12889.02	-12907.97
4995925	0.0219417	0.0154417	0.013678	1.00454	130482	107149	9.86347	11.3463	0.149806	-19.79677	-12891.53	-12911.32
4995926	0.0219417	0.0154417	0.013678	1.00454	130482	107103	9.80311	11.3463	0.149806	-19.2561	-12888.72	-12907.98
4995927	0.0219417	0.0154417	0.013678	1.00454	130482	107103	9.97741	8.05954	0.149806	-17.35253	-12887.97	-12905.32
4995928	0.0219417	0.0154417	0.013678	1.0045	130482	107103	9.97741	8.05954	0.149806	-17.0608	-12888.22	-12905.28
4995929	0.0219417	0.0154417	0.013678	1.00439	130482	107103	9.97741	9.704	0.15006	-18.46932	-12886.13	-12904.6
4995930	0.0219417	0.0154417	0.0136758	1.00439	130482	107103	9.84144	10.2778	0.15006	-18.95038	-12890.95	-12909.9
4995931	0.0219417	0.0154417	0.0136758	1.00439	130482	107103	9.84906	10.2778	0.15006	-18.78274	-12890.87	-12909.65
4995932	0.0232578	0.0154417	0.0136373	1.00439	130305	107103	9.84906	10.9874	0.150159	-21.81466	-12889.11	-12910.93
4995933	0.0232578	0.015525	0.0136373	1.00432	130452	107300	9.8127	14.39	0.150159	-25.63516	-12887.19	-12912.83
4995934	0.0232578	0.015525	0.0136373	1.00428	130457	107300	9.8127	13.1929	0.150043	-23.95684	-12887.04	-12911
4995935	0.0232578	0.0154879	0.0136373	1.00428	130457	107302	9.8127	13.1929	0.150043	-24.80389	-12887.41	-12912.21
4995936	0.0232578	0.0154879	0.0136255	1.00434	130439	107302	9.8127	13.1929	0.149758	-24.80754	-12887.5	-12912.31
4995937	0.0232578	0.015494	0.0136255	1.00434	130439	107227	9.8127	13.4226	0.149599	-23.41485	-12888.08	-12911.5
4995938	0.0232578	0.015494	0.0136255	1.00439	130397	107227	9.8127	13.4768	0.149599	-24.41275	-12888.12	-12912.53
4995939	0.0232578	0.015494	0.0136255	1.00443	130413	107165	9.8127	10.0558	0.149937	-19.14386	-12887.37	-12906.51
4995940	0.0232578	0.015494	0.0136255	1.00443	130413	107165	9.82193	8.6906	0.149937	-18.04129	-12889.46	-12907.5
4995941	0.0232578	0.015494	0.0136255	1.00429	130413	107165	9.78875	8.6906	0.149937	-17.68053	-12890.47	-12908.16
4995942	0.0232578	0.0155152	0.0138789	1.00426	130413	107213	9.78875	8.6906	0.150153	-18.12179	-12892.59	-12910.71
4995943	0.0232578	0.0155152	0.0139113	1.00426	130413	106996	9.78875	8.61092	0.149595	-16.48631	-12892.97	-12909.45
4995944	0.0232578	0.0155521	0.0139113	1.00427	130413	106996	9.81088	8.61092	0.150024	-16.56117	-12892.06	-12908.62
4995945	0.0235975	0.0155291	0.0140456	1.00424	130399	106969	9.81088	9.26087	0.150024	-16.75975	-12893.39	-12910.15
4995946	0.0235975	0.0155291	0.0139473	1.00424	130399	106969	9.77502	7.72299	0.150134	-15.64533	-12894.17	-12909.82
4995947	0.0235975	0.0155847	0.0139473	1.00424	130399	106969	9.69197	7.72299	0.149817	-15.19711	-12893.93	-12909.13
4995948	0.0235975	0.0156652	0.0139473	1.00424	130331	106969	9.69197	8.55951	0.149817	-17.53638	-12891.03	-12908.56
4995949	0.0235975	0.0156652	0.0139473	1.00424	130617	106969	9.77803	8.78998	0.149817	-16.90276	-12891.2	-12908.1
4995950	0.0235975	0.0156652	0.0139473	1.00424	130473	106969	9.78905	8.15283	0.149504	-16.14462	-12891.56	-12907.71
4995951	0.0235975	0.0156652	0.0139473	1.00424	130473	106969	9.98009	8.10124	0.149504	-16.19059	-12886.94	-12903.13
4995952	0.0235975	0.0156691	0.0139473	1.00424	130473	106969	9.98009	8.10124	0.149504	-15.99805	-12887.64	-12903.64
4995953	0.0235975	0.0156516	0.0138863	1.00424	130473	107000	9.92459	8.40869	0.149504	-15.84785	-12888.44	-12904.29
4995954	0.0235975	0.0156516	0.0138863	1.00413	130630	107000	9.9426	8.40869	0.149504	-17.09735	-12889.43	-12906.53
4995955	0.0235975	0.0157163	0.0138863	1.00413	130630	107000	9.87607	8.40869	0.149504	-16.41766	-12889.04	-12905.45
4995956	0.0235975	0.0157163	0.0138863	1.00413	130630	107000	9.96464	8.40869	0.149504	-16.56482	-12888.53	-12905.09
4995957	0.0235975	0.0157163	0.0138472	1.00413	130630	107000	9.96464	8.57722	0.149505	-16.37618	-12888.38	-12904.75
4995958	0.0235975	0.0158309	0.0138472	1.00413	130441	106945	9.96464	7.71265	0.149505	-15.99181	-12890.73	-12906.72
4995959	0.0235975	0.0158309	0.0138438	1.00415	130441	106945	9.96464	7.5939	0.150109	-15.33745	-12890.93	-12906.26
4995960	0.0235975	0.0158309	0.0138438	1.00415	130409	106907	9.96464	7.7523	0.148398	-17.09881	-12890.96	-12908.06
4995961	0.0235975	0.0158309	0.0138438	1.00434	130409	106948	9.91099	7.7523	0.148398	-17.41058	-12893.21	-12910.62
4995962	0.0235975	0.0158309	0.0138438	1.00402	130421	106982	9.93418	7.7523	0.148398	-15.80715	-12892.21	-12908.02
4995963	0.0235975	0.0158699	0.0138438	1.00402	130421	106982	9.87113	8.48147	0.148398	-15.93993	-12890.6	-12906.54
4995964	0.0235975	0.0158699	0.0138438	1.00402	130464	106982	9.87113	8.48147	0.148899	-15.6608	-12889.84	-12905.5
4995965	0.0235975	0.0159491	0.0138137	1.00383	130464	107034	9.83993	8.48147	0.148899	-15.62823	-12890.32	-12905.95
4995966	0.0235975	0.0159491	0.0138137	1.00383	130464	107034	9.8644	8.48147	0.148899	-15.52098	-12888.52	-12904.04
4995967	0.0235975	0.0159491	0.0138137	1.00383	130464	107070	9.87977	7.97245	0.14892	-15.09174	-12888.36	-12903.45
4995968	0.0235975	0.0159232	0.0138137	1.00383	130328	107070	9.87977	7.97245	0.14892	-16.26842	-12889.09	-12905.36
4995969	0.0235975	0.0159232	0.0138137	1.00383	130401	107070	9.87977	7.97245	0.14892	-15.39734	-12889.32	-12904.72
4995970	0.0231157	0.0159232	0.0138137	1.00361	130232	107133	9.87977	7.97245	0.149275	-18.18093	-12887.78	-12905.96
4995971	0.0231157	0.0159232	0.0138137	1.00361	130232	107028	9.90619	7.97245	0.149375	-17.40516	-12887.41	-12904.81
4995972	0.022088	0.0159232	0.0138137	1.00361	130232	107049	9.90619	7.97245	0.149375	-18.12386	-12887.99	-12906.12
4995973	0.022088	0.0159232	0.0138137	1.00361	130232	107049	9.90619	7.97245	0.14948	-18.12782	-12890.58	-12908.71
4995974	0.022088	0.0158498	0.0138137	1.00361	130265	107091	9.90619	8.71153	0.14948	-17.13383	-12888.51	-12905.65
4995975	0.022088	0.0158685	0.0138137	1.00361	130424	107082	9.90619	7.79249	0.14948	-13.76807	-12891.44	-12905.21
4995976	0.022088	0.0158685	0.0138137	1.00361	130424	107190	9.90619	7.98662	0.149592	-15.06961	-12889.25	-12904.32
4995977	0.022088	0.0159016	0.0136677	1.00361	130424	107164	9.89971	7.98662	0.149688	-14.07185	-12887.94	-12902.02
4995978	0.022446	0.0159371	0.0137301	1.00361	130424	107164	9.89971	9.67643	0.149688	-15.65864	-12887.09	-12902.75
4995979	0.0211606	0.0159371	0.0137301	1.00361	130424	107164	9.8425	9.67643	0.149688	-15.9029	-12890.58	-12906.48
4995980	0.0211606	0.0159393	0.0137301	1.00361	130424	107164	9.8425	9.67643	0.149779	-15.70012	-12891.06	-12906.76
4995981	0.0228469	0.0159952	0.0137301	1.00361	130424	107164	9.79911	9.67643	0.149779	-15.78879	-12887.7	-12903.49
4995982	0.0228469	0.0160749	0.0137301	1.00358	130595	107164	9.76262	10.7401	0.149779	-16.54594	-12889.41	-12905.96
4995983	0.0228469	0.0160749	0.0137301	1.00358	130572	107164	9.76262	10.7401	0.149464	-15.85422	-12888.52	-12904.37
4995984	0.0233664	0.0160207	0.0137301	1.00358	130416	107111	9.76262	10.7401	0.14984	-15.54576	-12887.81	-12903.36
4995985	0.0233664	0.0160207	0.0137301	1.00358	130416	107111	9.76262	10.755	0.14984	-15.9281	-12887.93	-12903.86
4995986	0.0233664	0.0160207	0.0137159	1.00358	130416	107111	9.76262	10.1088	0.14984	-14.90595	-12888.95	-12903.86
4995987	0.0233664	0.0161764	0.0137159	1.00358	130416	107176	9.76262	6.62857	0.148531	-13.2726	-12894.8	-12908.08
4995988	0.0233664	0.0161764	0.0135893	1.00358	130416	107176	9.76262	6.43416	0.150097	-12.77551	-12895.94	-12908.71
4995989	0.0233664	0.0161664	0.0135893	1.00358	130553	107153	9.76262	10.6296	0.150097	-16.1832	-12890.95	-12907.14
4995990	0.0233664	0.0161664	0.0135893	1.00358	130553	107153	9.76262	10.6425	0.14979	-15.66536	-12889.2	-12904.87
4995991	0.0232961	0.0162052	0.0135893	1.00349	130553	107198	9.76262	10.6425	0.14979	-15.87049	-12888.82	-12904.69
4995992	0.0232961	0.0161161	0.0135893	1.00349	130333	107198	9.91755	10.6425	0.14979	-17.57978	-12885.15	-12902.73
4995993	0.0232961	0.0161161	0.0135893	1.00355	130463	107198	9.91755	8.94377	0.14979	-15.14	-12885.78	-12900.92
4995994	0.0232961	0.0160826	0.0135893	1.00355	130463	107198	9.91755	9.04294	0.14979	-15.59662	-12886.08	-12901.67
4995995	0.0232961	0.0161171	0.0135893	1.00355	130463	107160	9.91755	9.04294	0.14979	-14.68736	-12886.29	-12900.98
4995996	0.0232961	0.0161171	0.0135893	1.00355	130463	107256	9.97431	7.39977	0.14979	-15.1831	-12886.53	-12901.71
4995997	0.0232961	0.0160563	0.013649	1.00355	130536	107256	9.97431	7.17944	0.14979	-14.78205	-12887.28	-12902.06
4995998	0.0232961	0.0160077	0.013649	1.00356	130500	107256	9.95861	9.49315	0.14979	-16.33866	-12885.56	-12901.9
4995999	0.0232961	0.0160077	0.013649	1.00356	130500	107256	9.95861	9.49315	0.149665	-16.32611	-12885.28	-12901.6
4996000	0.0232961	0.0160846	0.013649	1.00356	130445	107256	9.9292	8.46133	0.149665	-16.39408	-12887.8	-12904.2
4996001	0.0232961	0.016133	0.0137226	1.00327	130405	107235	9.9493	8.25966	0.149665	-14.56566	-12888.35	-12902.91
4996002	0.0232961	0.016133	0.0137226	1.00327	130412	107235	9.9493	8.38943	0.149665	-14.46125	-12890.95	-12905.42
4996003	0.0231874	0.0161398	0.013795	1.00331	130412	107004	9.9493	8.38943	0.149665	-12.5182	-12890.51	-12903.03
4996004	0.0219016	0.0161439	0.013795	1.00331	130412	107082	9.9493	8.38943	0.149665	-12.56644	-12889.36	-12901.93
4996005	0.0219016	0.0161439	0.0137584	1.00331	130412	107148	9.94597	7.46053	0.149665	-12.44636	-12893.21	-12905.65
4996006	0.0219016	0.0161651	0.0137584	1.00331	130461	107148	9.99636	9.03129	0.149665	-14.14436	-12887.29	-12901.44
4996007	0.0219016	0.0161651	0.0137584	1.00333	130461	107148	9.99636	9.03129	0.149386	-13.96122	-12887.16	-12901.13
4996008	0.021957	0.0161651	0.0137584	1.00333	130482	107204	9.99636	9.03129	0.149386	-13.96694	-12889.71	-12903.67
4996009	0.021957	0.0161651	0.0137584	1.00333	130482	107204	9.99636	9.03129	0.149386	-14.10411	-12889.71	-12903.81
4996010	0.021957	0.0161846	0.0138762	1.00317	130391	107204	9.99636	9.68473	0.149142	-14.8873	-12887.92	-12902.8
4996011	0.0226234	0.0161289	0.0138762	1.00317	130352	107204	9.99636	10.3357	0.149142	-15.9765	-12886.81	-12902.78
4996012	0.0226234	0.0161289	0.0138762	1.00317	130443	107204	9.99636	8.00582	0.148791	-12.90517	-12891	-12903.9
4996013	0.0226234	0.0161289	0.0138762	1.00317	130443	107075	9.99636	10.1659	0.148791	-13.95282	-12893.99	-12907.94
4996014	0.0213304	0.0161474	0.0138762	1.00317	130443	107075	9.99636	10.1659	0.148764	-13.67849	-12893.09	-12906.77
4996015	0.0213304	0.0162114	0.0138762	1.00317	130443	107075	9.99636	10.5909	0.148557	-13.86743	-12891.19	-12905.06
4996016	0.0213304	0.0162114	0.0138762	1.00317	130526	107224	9.99636	10.5909	0.148557	-15.89599	-12888.14	-12904.03
4996017	0.0213304	0.0161622	0.0138762	1.00327	130526	107224	9.99636	10.0947	0.148557	-16.24353	-12887.71	-12903.95
4996018	0.0213304	0.0161622	0.0138762	1.00327	130526	107224	9.99636	13.2184	0.148906	-18.58575	-12889.36	-12907.95
4996019	0.0213304	0.0162046	0.0138762	1.00327	130610	107041	9.99636	10.3147	0.148906	-14.87656	-12894.02	-12908.9
4996020	0.0213304	0.0162236	0.0138762	1.00327	130380	107041	9.99636	8.73275	0.148847	-15.75896	-12890.42	-12906.18
4996021	0.0213304	0.0162469	0.0139288	1.00327	130606	107140	9.99636	10.018	0.148391	-16.1865	-12891.81	-12908
4996022	0.0213304	0.0161533	0.0139288	1.00327	130606	107140	9.98762	7.93627	0.148973	-15.53019	-12892.15	-12907.68
4996023	0.0213304	0.0161671	0.0139288	1.00327	130600	107140	9.98762	7.93627	0.14885	-12.43793	-12890.33	-12902.76
4996024	0.0213304	0.0161671	0.0139288	1.00327	130600	107354	9.98762	7.93627	0.148778	-17.60952	-12888.63	-12906.23
4996025	0.0213304	0.0160364	0.0139202	1.00319	130589	107354	9.98762	7.93627	0.148778	-17.19094	-12891.18	-12908.37
4996026	0.0213304	0.0160594	0.0140313	1.00319	130589	107198	9.98762	9.56206	0.148778	-14.94564	-12889.79	-12904.73
4996027	0.0213304	0.0160594	0.0140313	1.00319	130589	107198	9.98762	10.682	0.149322	-16.18361	-12889.64	-12905.82
4996028	0.021291	0.016055	0.0140313	1.00319	130589	107198	9.98762	11.3874	0.149322	-16.98388	-12889.67	-12906.66
4996029	0.021291	0.016055	0.0141806	1.00319	130589	107198	9.98762	11.3874	0.149322	-17.03647	-12892.25	-12909.29
4996030	0.021291	0.016055	0.0141806	1.00319	130380	107198	9.98762	11.3874	0.147721	-17.36867	-12890.6	-12907.97
4996031	0.021291	0.016055	0.0141806	1.00325	130478	107198	9.98762	10.4644	0.148618	-15.25581	-12890.15	-12905.41
4996032	0.023193	0.0160283	0.0141806	1.00325	130478	107226	9.98762	10.4644	0.148395	-15.68176	-12887.55	-12903.23
4996033	0.023193	0.0160283	0.0141806	1.00325	130478	107215	9.96481	9.63852	0.148141	-15.07693	-12887.26	-12902.34
4996034	0.0221374	0.0160283	0.0141671	1.00325	130498	107215	9.85021	8.66072	0.148141	-14.60985	-12888.95	-12903.56
4996035	0.0221374	0.0159851	0.0141671	1.00343	130498	107215	9.85021	7.99064	0.148674	-14.88358	-12890.56	-12905.45
4996036	0.0228043	0.0159682	0.0141671	1.00346	130374	107215	9.86844	7.99064	0.148674	-15.97718	-12888.53	-12904.5
4996037	0.0228043	0.01592	0.0141671	1.00346	130374	107215	9.92109	9.28063	0.148674	-16.67628	-12890.39	-12907.07
4996038	0.0228043	0.01592	0.0141671	1.00346	130478	107215	9.92109	9.28063	0.148674	-14.87844	-12891.41	-12906.29
4996039	0.0228043	0.01592	0.0141671	1.00346	130478	107052	9.93342	9.28063	0.148674	-13.13826	-12897.81	-12910.95
4996040	0.0228043	0.01592	0.0141671	1.00346	130478	107343	9.93342	9.28063	0.148674	-17.99224	-12891.15	-12909.14
4996041	0.0228043	0.01592	0.014104	1.00346	130463	107343	9.83181	9.28063	0.148674	-18.09081	-12891.73	-12909.83
4996042	0.0228043	0.01592	0.014104	1.00338	130463	107343	9.90938	9.28063	0.148394	-18.18966	-12892.26	-12910.45
4996043	0.0217892	0.01592	0.014104	1.00338	130418	107312	9.90938	9.28063	0.148394	-17.62329	-12890.86	-12908.48
4996044	0.0217892	0.0160408	0.014104	1.00338	130418	107141	9.90938	9.28063	0.147816	-14.34935	-12890.97	-12905.32
4996045	0.0217892	0.0161522	0.014104	1.00338	130418	107141	9.90938	9.28063	0.147816	-14.2502	-12891.63	-12905.88
4996046	0.0221582	0.0160929	0.0140679	1.00338	130418	107141	9.90938	9.28063	0.147816	-14.24595	-12888.27	-12902.52
4996047	0.0221582	0.0160929	0.0140679	1.00338	130565	107141	9.90938	9.28063	0.147816	-14.46454	-12890.16	-12904.63
4996048	0.0221582	0.01613	0.0140679	1.00354	130577	107141	9.90938	9.28063	0.147542	-15.56973	-12890.05	-12905.62
4996049	0.0221582	0.01613	0.0140679	1.00354	130577	107141	9.90938	8.35951	0.147542	-15.09414	-12890.78	-12905.88
